query,clip_dir,score,is_positive,motion,road_context,weather,time_of_day
The car drives through a tunnel.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/04,0.026677245274186134,False,moving straight,bridge,cloudy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_8/03,0.2289617508649826,False,turning left,city street,cloudy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/02,0.2882571518421173,False,curved lane driving,city street,rainy,nighttime
The car drives through a tunnel.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_15/02,0.0035078278742730618,False,turning right,city street,sunny,daytime
The car drives through a tunnel.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/01,0.1304890364408493,False,curved lane driving,city street,rainy,nighttime
The car drives through a tunnel.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/02,0.32309412956237793,False,curved lane driving,city street,rainy,nighttime
The car drives through a tunnel.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/03,0.04570234194397926,False,moving straight,city street,cloudy,nighttime
The car drives through a tunnel.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_18/03,0.1619737446308136,False,turning right,city street,sunny,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/04,0.01660790480673313,False,moving straight,city street,snowy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/01,0.8358665704727173,True,moving straight,tunnel,rainy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_14/02,0.029263705015182495,False,turning right,city street,cloudy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/02,0.3381797671318054,False,moving straight,city street,cloudy,nighttime
The car drives through a tunnel.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/04,0.9167446494102478,True,moving straight,tunnel,rainy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/03,0.8468033075332642,False,curved lane driving,city street,rainy,nighttime
The car drives through a tunnel.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/02,0.010858885943889618,False,stop,intersection,rainy,nighttime
The car drives through a tunnel.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_6/02,0.6584912538528442,False,turning left,roundabout,rainy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_20/04,0.045180533081293106,False,turning right,city street,sunny,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/03,0.00634743319824338,False,turning left,city street,sunny,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_4/02,0.016373438760638237,False,turning left,city street,sunny,daytime
The car drives through a tunnel.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/03,0.016590936109423637,False,moving straight,bridge,rainy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/03,0.07784193754196167,False,moving straight,city street,snowy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/04,0.9287497401237488,True,moving straight,tunnel,cloudy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_21/02,0.006040513515472412,False,turning right,city street,sunny,daytime
The car drives through a tunnel.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/02,0.057303380221128464,False,moving straight,bridge,rainy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/01,0.012051839381456375,False,stop,intersection,rainy,nighttime
The car drives through a tunnel.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/04,0.26779812574386597,True,moving straight,tunnel,rainy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_1/02,0.004183386452496052,False,turning right,city street,sunny,daytime
The car drives through a tunnel.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/04,0.0060526835732162,False,curved lane driving,city street,rainy,nighttime
The car drives through a tunnel.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/01,0.01669200323522091,False,moving straight,city street,cloudy,nighttime
The car drives through a tunnel.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/02,0.9467594623565674,True,moving straight,tunnel,rainy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_26/04,0.0030530744697898626,False,moving straight,intersection,sunny,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_15/03,0.0065221223048865795,False,moving straight,city street,sunny,daytime
The car drives through a tunnel.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_7/02,0.02212679013609886,False,moving straight,city street,rainy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_15/04,0.007635262329131365,False,stop,city street,sunny,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_5/03,0.011383308097720146,False,moving straight,city street,sunny,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/03,0.009935162030160427,False,moving straight,city street,sunny,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_6/03,0.01127257663756609,False,curved lane driving,city street,sunny,daytime
The car drives through a tunnel.,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_4/02,0.012327517382800579,False,moving straight,city street,rainy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_13/01,0.0009138837340287864,False,stop,intersection,rainy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_21/01,0.005634342785924673,False,moving straight,city street,sunny,daytime
The car drives through a tunnel.,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_1/03,0.004477826878428459,False,moving straight,city street,rainy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_21/02,0.003302076831459999,False,moving straight,city street,rainy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_18/03,0.0020938063971698284,False,moving straight,city street,sunny,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_15/01,0.002921252977102995,False,stop,city street,rainy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_4/01,0.005933765787631273,False,stop,city street,rainy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_6/01,0.0020357281900942326,False,curved lane driving,city street,sunny,daytime
The car drives through a tunnel.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_11/01,0.0008843783871270716,False,stop,city street,rainy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_11/02,0.02041042409837246,False,moving straight,city street,rainy,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/04,0.04304778575897217,False,moving straight,city street,sunny,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_31/03,0.0010553700849413872,False,moving straight,city street,sunny,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_8/03,0.018588993698358536,False,moving straight,city street,sunny,daytime
The car drives through a tunnel.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_24/04,0.0031417023856192827,False,stop,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_19/02,0.0022961371578276157,False,turning right,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/04,0.008485977537930012,False,curved lane driving,city street,cloudy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/02,0.1677718460559845,False,moving straight,tunnel,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/03,0.012070024386048317,False,moving straight,tunnel,cloudy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_27/02,0.03211003169417381,False,turning left,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/03,0.02914324775338173,False,turning right,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/01,0.4516562521457672,False,moving straight,tunnel,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/01,0.03763051703572273,False,moving straight,tunnel,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/02,0.005326444283127785,False,moving straight,city street,cloudy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/04,0.0022986861877143383,False,curved lane driving,intersection,rainy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/02,0.2479838728904724,False,moving straight,tunnel,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/01,0.024422455579042435,False,curved lane driving,city street,cloudy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/02,0.0071573033928871155,False,moving straight,intersection,snowy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_18/02,0.0030342903919517994,False,turning left,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/04,0.021835466846823692,False,moving straight,tunnel,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_13/01,0.0032838471233844757,False,turning right,city street,cloudy,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/01,0.6053803563117981,True,moving straight,bridge,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/03,0.004974451847374439,False,moving straight,city street,cloudy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/03,0.012127033434808254,False,moving straight,tunnel,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/03,0.011050180532038212,False,moving straight,tunnel,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/03,0.004037793725728989,False,curved lane driving,intersection,rainy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/03,0.002173600485548377,False,curved lane driving,city street,rainy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/01,0.0009743881528265774,False,stop,city street,snowy,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/04,0.008250545710325241,False,moving straight,city street,cloudy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_27/04,0.001629197970032692,False,turning right,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_7/02,0.002076747827231884,False,turning right,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/02,0.018007349222898483,True,moving straight,bridge,cloudy,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/04,0.6858206987380981,True,moving straight,bridge,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/02,0.006630601827055216,False,moving straight,city street,snowy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/01,0.003524237312376499,False,stop,intersection,snowy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_3/01,0.09614861756563187,False,turning right,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_11/04,0.3760736882686615,False,turning right,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/02,0.007682425435632467,False,moving straight,tunnel,cloudy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_6/03,0.13980381190776825,False,turning left,roundabout,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/03,0.2845214605331421,True,moving straight,bridge,cloudy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/04,0.0009573368006385863,False,moving straight,intersection,snowy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/03,0.002914118580520153,False,moving straight,intersection,snowy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_2/01,0.42914533615112305,False,turning left,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/02,0.004836640786379576,False,curved lane driving,city street,cloudy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/01,0.04831346496939659,False,moving straight,city street,cloudy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/01,0.004472700878977776,False,curved lane driving,city street,rainy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/01,0.039794255048036575,False,stop,tunnel,cloudy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_17/02,0.010179588571190834,False,turning right,city street,cloudy,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/03,0.009145324118435383,False,curved lane driving,city street,cloudy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/04,0.002251091180369258,False,moving straight,city street,cloudy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/04,0.009168227203190327,False,curved lane driving,city street,rainy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/03,0.5060192346572876,False,moving straight,tunnel,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/01,0.01403124537318945,True,turning right,bridge,cloudy,daytime
The car crosses a bridge.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_1/04,0.00621173856779933,True,moving straight,bridge,cloudy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_8/03,0.011790737509727478,False,turning left,city street,cloudy,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/02,0.01068152580410242,False,curved lane driving,city street,rainy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_15/02,0.00548350065946579,False,turning right,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/01,0.00649869441986084,False,curved lane driving,city street,rainy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/02,0.007389284670352936,False,curved lane driving,city street,rainy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/03,0.035240065306425095,False,moving straight,city street,cloudy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_18/03,0.33569076657295227,False,turning right,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/04,0.007510105147957802,False,moving straight,city street,snowy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/01,0.0035085147246718407,False,moving straight,tunnel,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_14/02,0.007213696371763945,False,turning right,city street,cloudy,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/02,0.041488416492938995,False,moving straight,city street,cloudy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/04,0.005141657777130604,False,moving straight,tunnel,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_14/03,0.011148881167173386,False,curved lane driving,city street,rainy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/02,0.0044084410183131695,False,stop,intersection,rainy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_6/02,0.18233926594257355,False,turning left,roundabout,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_20/04,0.015386291779577732,False,turning right,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/03,0.017241420224308968,False,turning left,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_4/02,0.003967592027038336,False,turning left,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/03,0.40728041529655457,True,moving straight,bridge,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_1/03,0.028505569323897362,False,moving straight,city street,snowy,daytime
The car crosses a bridge.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/04,0.004281957633793354,False,moving straight,tunnel,cloudy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_21/02,0.0028512312564998865,False,turning right,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/02,0.7084596753120422,True,moving straight,bridge,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/01,0.005526166874915361,False,stop,intersection,rainy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/04,0.015081790275871754,False,moving straight,tunnel,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_1/02,0.00550299696624279,False,turning right,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/04,0.0027630249969661236,False,curved lane driving,city street,rainy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/01,0.0029509554151445627,False,moving straight,city street,cloudy,nighttime
The car crosses a bridge.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/02,0.010645337402820587,False,moving straight,tunnel,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_26/04,0.010746735148131847,False,moving straight,intersection,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_15/03,0.11441436409950256,False,moving straight,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_7/02,0.04228990525007248,False,moving straight,city street,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_15/04,0.015824628993868828,False,stop,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_5/03,0.009772389195859432,False,moving straight,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_22/03,0.014324557036161423,False,moving straight,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_6/03,0.3245983421802521,False,curved lane driving,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_4/02,0.2959016263484955,False,moving straight,city street,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_13/01,0.0014222683385014534,False,stop,intersection,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_21/01,0.0010724595049396157,False,moving straight,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/231116093002_M801C06L62G031_2673_end_extract/drive_1/03,0.0019565699622035027,False,moving straight,city street,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_21/02,0.0008792383596301079,False,moving straight,city street,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_18/03,0.0036029282491654158,False,moving straight,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_15/01,0.003294724505394697,False,stop,city street,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_4/01,0.0034117132890969515,False,stop,city street,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_6/01,0.005887579172849655,False,curved lane driving,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_11/01,0.001786058652214706,False,stop,city street,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240325141234_M801C06L62G031_2673_end_extract/drive_11/02,0.019344300031661987,False,moving straight,city street,rainy,daytime
The car crosses a bridge.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_10/04,0.026997966691851616,False,moving straight,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_31/03,0.005125338677316904,False,moving straight,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/240822134456_M801C06L62G031_2673_end_extract/drive_8/03,0.042936813086271286,False,moving straight,city street,sunny,daytime
The car crosses a bridge.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_24/04,0.0015920753357931972,False,stop,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_19/02,0.005176912527531385,False,turning right,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/04,0.4142600893974304,True,curved lane driving,city street,cloudy,nighttime
The scene is at night.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/02,0.08631808310747147,False,moving straight,tunnel,rainy,daytime
The scene is at night.,<DATASET_ROOT>/231106095132_M801C06L62G031_2673_end_extract/drive_2/03,0.15986202657222748,False,moving straight,tunnel,cloudy,daytime
The scene is at night.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_27/02,0.013906765729188919,False,turning left,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/240529140943_M801C06L62G031_2673_end_extract/drive_14/03,0.0033821433316916227,False,turning right,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/01,0.009473302401602268,False,moving straight,tunnel,rainy,daytime
The scene is at night.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/01,0.005347325000911951,False,moving straight,tunnel,sunny,daytime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_18/02,0.4158343970775604,True,moving straight,city street,cloudy,nighttime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/04,0.4237227141857147,True,curved lane driving,intersection,rainy,nighttime
The scene is at night.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/02,0.00884238537400961,False,moving straight,tunnel,sunny,daytime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_16/01,0.419404536485672,True,curved lane driving,city street,cloudy,nighttime
The scene is at night.,<DATASET_ROOT>/240205170303_M801C06L62G031_2673_end_extract/drive_2/02,0.08632926642894745,False,moving straight,intersection,snowy,daytime
The scene is at night.,<DATASET_ROOT>/240822084904_M801C06L62G031_2673_end_extract/drive_18/02,0.003434398677200079,False,turning left,city street,sunny,daytime
The scene is at night.,<DATASET_ROOT>/240530090206_M801C06L62G031_2673_end_extract/drive_16/04,0.0020956308580935,False,moving straight,tunnel,sunny,daytime
The scene is at night.,<DATASET_ROOT>/240322135559_M801C06L62G031_2673_end_extract/drive_13/01,0.006757302675396204,False,turning right,city street,cloudy,daytime
The scene is at night.,<DATASET_ROOT>/241018102947_M801C06L62G031_2673_end_extract/drive_5/01,0.003985448740422726,False,moving straight,bridge,rainy,daytime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_17/03,0.46175557374954224,True,moving straight,city street,cloudy,nighttime
The scene is at night.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_1/03,0.06036330386996269,False,moving straight,tunnel,rainy,daytime
The scene is at night.,<DATASET_ROOT>/240205094744_M801C06L62G031_2673_end_extract/drive_2/03,0.08871681243181229,False,moving straight,tunnel,rainy,daytime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_13/03,0.4307993948459625,True,curved lane driving,intersection,rainy,nighttime
The scene is at night.,<DATASET_ROOT>/241018130234_M801C06L62G031_2673_end_extract/drive_15/03,0.40708425641059875,True,curved lane driving,city street,rainy,nighttime
